# Pathway	W10	W100	W105	W111	W113	W117	W12	W123	W128	W139	W149	W154	W157	W16	W164	W169	W173	W183	W189	W193	W196	W209	W21	W215	W226	W231	W234	W250	W26	W28	W32	W38	W4	W43	W48	W53	W64	W69	W74	W79	W85	W89	W91
ko04010|unclassified	3.4212391304	2.0814891304	1.1175652174	0.7426086957	1.1052826087	1.2099782609	1.2424130435	0.9319891304	0.8027391304	0.9399130435	0.3820217391	1.2165108696	2.2899891304	3.9140978261	1.2920108696	2.5454673913	0.8918586957	0.9611304348	1.1488152174	1.8185217391	0.6463586957	1.7735978261	1.4276847826	0.7174130435	0.5851304348	0.9288913043	1.2257608696	1.5129565217	0.7349782609	0.4353152174	1.4694782609	1.4908913043	0.6128478261	0.4796847826	1.1028586957	0.5535217391	0.6898152174	1.3625326087	1.8352608696	1.1589673913	1.0248478261	0.7176413043	0.7143478261
ko04011	115.0240500000	143.5494500000	67.4105500000	58.6528000000	214.3180500000	0	87.2248000000	0	70.4795000000	58.0238000000	73.9866500000	64.7118500000	83.7075500000	89.3267500000	0	118.2428000000	92.9459000000	85.6562500000	90.5811500000	73.0601500000	70.8392500000	207.3988500000	74.2381000000	60.6451000000	58.7807000000	57.3148000000	72.1516000000	64.3180000000	80.4904500000	0	120.7864500000	139.7637500000	0	0	0	45.1192500000	95.2001000000	104.6452000000	99.9946000000	51.1558000000	83.4517000000	42.2807500000	70.9527500000
ko04011|unclassified	110.2286000000	142.5648500000	67.4105500000	58.6528000000	213.9495000000	0	81.0750500000	0	70.2114000000	58.0238000000	73.9866500000	64.7118500000	83.7075500000	88.5830000000	0	115.7298500000	91.1402000000	85.6562500000	90.5811500000	73.0601500000	70.8392500000	207.0351000000	73.8098500000	60.4790000000	58.7807000000	57.3148000000	71.0877000000	63.8959000000	80.0883000000	0	117.9505500000	138.9389500000	0	0	0	43.3442000000	94.3727000000	103.2208000000	97.3951000000	50.8133500000	82.8756000000	41.9485500000	69.7752000000
ko04013	6.1974444444	0	0	0	0	0	0	0	0	1.7876666667	0	0	4.2100000000	6.7703333333	0	0	0	0	0	3.0790000000	0	0	2.9425555556	0	0	0	0	0	0	0	0	0	0	0	1.6052222222	0	0	0	2.8392222222	0	0	0	0
ko04013|unclassified	6.1974444444	0	0	0	0	0	0	0	0	1.7876666667	0	0	4.2100000000	6.7703333333	0	0	0	0	0	3.0790000000	0	0	2.9425555556	0	0	0	0	0	0	0	0	0	0	0	1.6052222222	0	0	0	2.8392222222	0	0	0	0
ko04020	0	0	0	0	0	0	0	0	0	1.1770597015	0.6816567164	2.2885223881	0	0	0	1.9167164179	0	0	0	1.7227761194	0.9480149254	0	0	0	0	0	1.7645671642	0	1.6366865672	0	0	0	0	0	0	0	0	1.9025074627	3.3272985075	0	1.0941343284	0	0
ko04020|g__Planctomyces.s__Planctomyces_limnophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126417910	0	0	0	0
ko04020|unclassified	0	0	0	0	0	0	0	0	0	1.1770597015	0.6816567164	2.2885223881	0	0	0	1.9167164179	0	0	0	1.7227761194	0.9480149254	0	0	0	0	0	1.7645671642	0	1.6366865672	0	0	0	0	0	0	0	0	1.9025074627	3.3146567164	0	1.0941343284	0	0
ko04060	0	0	0.0572500000	0	0	0.0952685185	0	0	0	0	0	0.0045833333	0	0	0	0	0	0.0367777778	0	0	0	0	0	0	0	0.0026666667	0	0	0.0012592593	0	0	0.5162962963	0	0	0	0	0	0	0	0.0933888889	0	0	0
ko04060|unclassified	0	0	0.0572500000	0	0	0.0952685185	0	0	0	0	0	0.0045833333	0	0	0	0	0	0.0367777778	0	0	0	0	0	0	0	0.0026666667	0	0	0.0012592593	0	0	0.5162962963	0	0	0	0	0	0	0	0.0933888889	0	0	0
ko04062	3.4506363636	2.1950303030	0.9585909091	0.6156666667	0	1.1247424242	1.1515000000	0.7467878788	0.7783484848	0.7205151515	0.4156818182	1.0597424242	1.8073939394	3.5397575758	1.0206212121	2.6807575758	0.8620757576	0.6734696970	1.3576818182	1.7285151515	0.6284545455	1.4237424242	1.3333030303	0.5595000000	0.3728484848	0.6773636364	1.2405757576	1.3635909091	0.6255757576	0.2930000000	1.5742272727	1.5117727273	0	0	0.8465757576	0.4504090909	0.6687121212	1.1492727273	1.9337575758	1.1521515152	1.1012575758	0.6557727273	0.7591515152
ko04062|g__Thalassiosira.s__Thalassiosira_pseudonana	0	0	0	0	0	0	0	0	0.0501515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04062|unclassified	3.4506363636	2.1950303030	0.9585909091	0.6156666667	0	1.1247424242	1.1515000000	0.7467878788	0.7281818182	0.7205151515	0.4156818182	1.0597424242	1.8073939394	3.5397575758	1.0206212121	2.6807575758	0.8620757576	0.6734696970	1.3576818182	1.7285151515	0.6284545455	1.4237424242	1.3333030303	0.5595000000	0.3728484848	0.6773636364	1.2405757576	1.3635909091	0.6255757576	0.2930000000	1.5742272727	1.5117727273	0	0	0.8465757576	0.4504090909	0.6687121212	1.1492727273	1.9337575758	1.1521515152	1.1012575758	0.6557727273	0.7591515152
ko04070	250.1940000000	0	0	0	0	0	0	0	0	0	0	0	0	223.2411578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04070|unclassified	246.8021578947	0	0	0	0	0	0	0	0	0	0	0	0	218.3701578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04075	0.9418636364	2.5515909091	1.0629545455	2.4176818182	1.3385000000	2.1694545455	0.5988181818	2.0044545455	1.9053636364	1.9539545455	1.8260454545	0.9552727273	2.0130000000	3.7602272727	29.9366363636	9.6291818182	1.5964090909	0.8870909091	0.9633636364	1.4105000000	0.5439545455	1.3430909091	2.0365454545	2.2762272727	7.2757727273	4.3375454545	0.7449545455	3.4005909091	2.5226818182	1.3955909091	0.8312272727	3.2481363636	0	1.7678181818	1.8616818182	0.7545909091	0.9793181818	0.8586818182	1.2215909091	0.5881818182	1.2443636364	2.2353636364	1.0114545455
ko04075|unclassified	0.9418636364	2.5515909091	1.0629545455	2.4176818182	1.3385000000	2.1694545455	0.5988181818	2.0044545455	1.9053636364	1.9539545455	1.8260454545	0.9552727273	2.0130000000	3.7602272727	29.9366363636	9.6291818182	1.5964090909	0.8870909091	0.9633636364	1.4105000000	0.5439545455	1.3430909091	2.0365454545	2.2762272727	7.2757727273	4.3375454545	0.7449545455	3.4005909091	2.5226818182	1.3955909091	0.8312272727	3.2481363636	0	1.7678181818	1.8616818182	0.7545909091	0.9793181818	0.8586818182	1.2215909091	0.5881818182	1.2443636364	2.2353636364	1.0114545455
ko04080	0.5722866667	0.2391400000	0.1930400000	0.1512600000	0.3183733333	0.1770800000	0.1748733333	0.1433600000	0.1257266667	0.0845400000	0.0858600000	0.1709000000	0.9398066667	0.5830400000	0.1509933333	0.1462466667	0.1202600000	0.2069733333	0.1564000000	0.2755400000	0.0865600000	0.3373666667	0.1729466667	0.1310400000	0.1192066667	0.1157466667	0.3394933333	0.0937866667	0.0466200000	0.0774600000	0.1881066667	0.7481200000	0.0680866667	0.0526600000	0.1344666667	0.0441400000	0.0558533333	0.2673600000	0.2168733333	0.1056266667	0.0962333333	0.0313333333	0.0771400000
ko04080|unclassified	0.5722866667	0.2391400000	0.1930400000	0.1512600000	0.3183733333	0.1770800000	0.1748733333	0.1433600000	0.1257266667	0.0845400000	0.0858600000	0.1709000000	0.9398066667	0.5830400000	0.1509933333	0.1462466667	0.1202600000	0.2069733333	0.1564000000	0.2755400000	0.0865600000	0.3373666667	0.1729466667	0.1310400000	0.1192066667	0.1157466667	0.3394933333	0.0937866667	0.0466200000	0.0774600000	0.1881066667	0.7481200000	0.0680866667	0.0526600000	0.1344666667	0.0441400000	0.0558533333	0.2673600000	0.2168733333	0.1056266667	0.0962333333	0.0313333333	0.0771400000
ko04110	7.4358461538	5.9206538462	2.7498653846	2.1630192308	9.8465384615	2.9576730769	3.6571923077	3.4517307692	0	7.6494423077	0	3.9651538462	8.1718846154	11.2797884615	4.6831153846	8.2873846154	0	5.0624423077	5.7389423077	6.2551538462	2.6726923077	7.3676346154	3.9662884615	3.0660961538	2.8046730769	0	2.7450769231	3.2758846154	3.5835384615	0.9709038462	0	7.9954038462	0	1.6752307692	2.5483076923	1.3995961538	0	4.5480000000	4.9723461538	2.4816923077	0	0	0.9435576923
ko04110|unclassified	7.3045769231	5.7936923077	2.7498653846	2.1630192308	9.6506346154	2.9576730769	3.6571923077	3.4517307692	0	7.6167884615	0	3.9651538462	8.1390769231	11.2797884615	4.6831153846	8.2873846154	0	5.0624423077	5.2574807692	6.2551538462	2.5110961538	7.3676346154	3.9662884615	3.0660961538	2.8046730769	0	2.7450769231	3.2758846154	3.5835384615	0.9709038462	0	7.7985000000	0	1.6752307692	2.5483076923	1.3995961538	0	4.5480000000	4.9723461538	2.4816923077	0	0	0.9435576923
ko04111	4.6352542373	3.7602711864	1.9177796610	1.1625423729	1.9967457627	2.0899491525	1.8745932203	1.6561864407	2.2636271186	2.3918305085	0.6837288136	2.4748305085	3.6255762712	8.0642203390	3.2233728814	5.3673559322	1.2432711864	1.5398305085	2.3346949153	4.1996779661	1.0993050847	3.2139152542	2.2979322034	1.7259491525	1.2086779661	1.5773220339	1.8187118644	2.5983220339	1.5798644068	0.6287796610	4.4307796610	2.4239491525	0.8081864407	0.6698644068	1.7604067797	0.9347118644	1.3685932203	3.7390338983	3.5625593220	1.5765932203	1.0080000000	1.0665593220	0.9435423729
ko04111|g__Thalassiosira.s__Thalassiosira_pseudonana	0	0	0	0	0	0	0	0	0.1449661017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04111|unclassified	4.6352542373	3.7602711864	1.9177796610	1.1625423729	1.9967457627	2.0899491525	1.8745932203	1.6561864407	2.1186610169	2.3918305085	0.6837288136	2.4748305085	3.6255762712	8.0642203390	3.2233728814	5.3673559322	1.2432711864	1.5398305085	2.3346949153	4.1996779661	1.0993050847	3.2139152542	2.2979322034	1.7259491525	1.2086779661	1.5773220339	1.8187118644	2.5983220339	1.5798644068	0.6287796610	4.4307796610	2.4239491525	0.8081864407	0.6698644068	1.7604067797	0.9347118644	1.3685932203	3.7390338983	3.5625593220	1.5765932203	1.0080000000	1.0665593220	0.9435423729
ko04112	1876.8938750000	3636.4965625000	1811.7936250000	1583.9330000000	3499.0513750000	1342.2030000000	1932.0087500000	1687.5656875000	1884.2180000000	1387.3193125000	2061.7606875000	1388.6300625000	1846.7190625000	1565.8465625000	1945.6634375000	2640.1004375000	2445.8908125000	1904.0128125000	1803.0470000000	1349.1270000000	1670.3736250000	4089.8308125000	1588.9753125000	1648.6603750000	1830.6602500000	1296.1205625000	1426.2582500000	1301.6430000000	1620.2579375000	1710.0820625000	2117.5886875000	3340.3778125000	1722.5697500000	1458.0552500000	2128.9188125000	1542.2295625000	2218.6977500000	1764.2965625000	2371.8455625000	1324.0546875000	1923.4427500000	1258.9924375000	1625.1594375000
ko04112|g__Achromobacter.s__Achromobacter_piechaudii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5001250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5211250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7969375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Acinetobacter.s__Acinetobacter_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0538125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Acinetobacter.s__Acinetobacter_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1640625000	0.1367500000	0	0	0	0
ko04112|g__Acinetobacter.s__Acinetobacter_junii	0.0538125000	0.4528750000	0	0	0	0	0	0	0	0	0	0	0.6670625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1603750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1206875000	0	0	0	0	0	0	0	0	0	0	0.1367500000	0	0	0	0	0	0	0	0	0	0.1367500000	0	0	0	0
ko04112|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.1381875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2026875000	0	0	0	0	0	0	0	0	0	0.3497500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8036250000	0	0	0	0	0	0	0	0	0	1.5080625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Acinetobacter.s__Acinetobacter_towneri	0.1367500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2151875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5398125000	10.9457500000	0	0	2.6452500000	0	0	0	0	0	0	0	0
ko04112|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0.1106875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1091875000	0	0	0	0	0	0
ko04112|g__Allochromatium.s__Allochromatium_vinosum	0	0	0	0	0	0	0	6.8531875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Anaeromyxobacter.s__Anaeromyxobacter_dehalogenans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.1935625000	45.6537500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Azoarcus.s__Azoarcus_toluclasticus	0	0	0	0	0	0	4.4522500000	0	0	0	0	0	0	0	17.2046250000	9.8425000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Bacillus.s__Bacillus_cereus_thuringiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6120625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Bacillus.s__Bacillus_megaterium	0	0	1.2132500000	0	0.2049375000	0	1.2129375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5602500000	0	0
ko04112|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0566875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0.0523125000	0	0	0	0	0	0	0	0.0566875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Bdellovibrio.s__Bdellovibrio_bacteriovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2556250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0866875000
ko04112|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	11.1910625000	0	0	0	0	0	0	18.1858125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6805625000	22.6735000000	0	24.1061250000
ko04112|g__Brevundimonas.s__Brevundimonas_abyssalis	0	37.3280000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7485625000	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Candidatus_Accumulibacter.s__Candidatus_Accumulibacter_phosphatis	0.6101250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0495000000	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3216250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5864375000	0
ko04112|g__Caulobacter.s__Caulobacter_vibrioides	3.7988125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3613750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8846250000	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Chlorobium.s__Chlorobium_limicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2631875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Clostridium.s__Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3143125000	4.9564375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Clostridium.s__Clostridium_carboxidivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6398125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Clostridium.s__Clostridium_saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9631250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2147500000	0.2954375000	0.3571250000	7.0263750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Comamonas.s__Comamonas_testosteroni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8138125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Corallococcus.s__Corallococcus_coralloides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0912500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Cyanobium.s__Cyanobium_gracile	0	0	0	0	0	0	0	5.1831250000	0	0	0	2.6895000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Dechloromonas.s__Dechloromonas_aromatica	9.9331875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Delftia.s__Delftia_acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4930625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Desulfococcus.s__Desulfococcus_oleovorans	0	0	0	0	0	0	0	0.5256875000	0	0	0	1.0323125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Desulfomicrobium.s__Desulfomicrobium_baculatum	0	0	0	0	0	0	0	1.1810625000	1.6368750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6810000000	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Desulfomonile.s__Desulfomonile_tiedjei	0	0	0	0	0	0	0	0	0.1260000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0707500000	0	0	0	0	0	0	0	0
ko04112|g__Desulfovibrio.s__Desulfovibrio_africanus	0	0	0.4811250000	0	0	0	0	0	10.3704375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Desulfovibrio.s__Desulfovibrio_desulfuricans	0.1150000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Desulfovibrio.s__Desulfovibrio_magneticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6623125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Dyella.s__Dyella_ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9000625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5988125000	0	0	0	0	0	0	0	0	0	0	0	1.3255625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Eudoraea.s__Eudoraea_adriatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1065000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Exiguobacterium.s__Exiguobacterium_antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6548750000	0	0	0	0
ko04112|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0.2685000000	0	2.0131250000	0	5.1263125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5343125000	0	0	0	0.2223125000	0	0	0	0	0	12.8770000000	0	0	0	0
ko04112|g__Exiguobacterium.s__Exiguobacterium_sibiricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1616250000	6.4682500000	0	0	0	0
ko04112|g__Exiguobacterium.s__Exiguobacterium_sp_AT1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9331875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Exiguobacterium.s__Exiguobacterium_sp_MH3	0	0	0	0	0	0	27.3375000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Geminocystis.s__Geminocystis_herdmanii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4252500000	0	0	0	0	0
ko04112|g__Geobacter.s__Geobacter_lovleyi	0.8313125000	0	0.4028125000	0	0	0	0.3643125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Geobacter.s__Geobacter_metallireducens	0.6985625000	0	0	0	0	0	1.3020625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5257500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	0	30.8246250000	0	49.4751250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Haliscomenobacter.s__Haliscomenobacter_hydrossis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3725625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Hyphomicrobium.s__Hyphomicrobium_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6505625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	1.6054375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Intrasporangium.s__Intrasporangium_calvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3541875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Janthinobacterium.s__Janthinobacterium_lividum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6448750000	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3303125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Labrenzia.s__Labrenzia_aggregata	0	0	0	0	0	0	0	0	0	0	0	1.0636250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2730625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Marinobacter.s__Marinobacter_adhaerens	0	0	0	0	0	0	0	0	0	0	0	0.6780625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112|g__Massilia.s__Massilia_timonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5189375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
